STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	BRCA1	BRCA2	TP53	AURKA
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26J-01	0.4736	1.0672	4.2368	4.4056	2.6668	1.2106	4.8999
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26I-01	1.344	3.467	4.2584	3.0818	3.1533	0.9424	4.9825
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26H-01	0.1969	0.2915	2.7815	4.305	2.4616	-1.0945	2.9891
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26G-01	0.6497	1.9683	4.37	1.6103	2.3327	1.189	4.9305
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26F-01	1.5687	0.8204	4.197	3.3574	4.1164	1.4591	5.0692
brca_tcga_pan_can_atlas_2018	TCGA-A7-A26E-01	1.4148	1.6728	2.4941	2.217	1.9942	0.0922	2.3304
brca_tcga_pan_can_atlas_2018	TCGA-A7-A13H-01	-0.6353	-0.1967	1.3043	-0.0461	0.3142	0.0654	1.7297
brca_tcga_pan_can_atlas_2018	TCGA-A7-A13G-01	0.4402	0.7145	1.8956	2.3251	1.256	-0.2041	1.6568
brca_tcga_pan_can_atlas_2018	TCGA-A7-A13F-01	-1.771	-1.5647	4.2135	5.958	2.2915	0.8048	7.5237
brca_tcga_pan_can_atlas_2018	TCGA-A7-A13E-01	1.3145	-1.6707	4.3597	2.5546	1.4393	0.509	4.4721
brca_tcga_pan_can_atlas_2018	TCGA-A7-A13D-01	0.2431	0.7344	5.1419	1.7736	1.8492	-2.9213	6.2606
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0DC-01	-0.2658	0.2067	2.994	1.582	0.0745	0.9952	3.3419
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0DB-01	-0.475	-0.3807	2.9933	0.7039	0.6329	0.6369	3.1471
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0DA-01	0.2364	-0.7953	4.1831	0.8243	1.3543	1.277	4.937
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0D9-01	0.7802	-0.3815	1.9031	0.8596	0.0442	-1.351	5.833
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0CJ-01	0.7694	0.9989	4.4415	1.3249	1.0314	0.3932	5.6366
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0CH-01	0.6544	0.8938	2.2648	1.4971	1.3246	0.6622	2.2701
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0CG-01	-0.1256	0.0558	2.8881	0.4439	1.4746	-0.0257	2.913
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0CE-01	-0.2685	0.147	4.1409	4.5324	-2.3444	1.7225	5.8827
brca_tcga_pan_can_atlas_2018	TCGA-A7-A0CD-01	-1.8097	-0.9603	3.2825	4.7791	0.7077	-0.7527	3.1113
brca_tcga_pan_can_atlas_2018	TCGA-A2-A4S3-01	-0.7259	2.374	4.7764	6.2397	2.8715	-0.1281	6.1058
brca_tcga_pan_can_atlas_2018	TCGA-A2-A4S2-01	-0.1681	-0.5904	2.062	0.3109	0.5469	0.0022	2.0646
