STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-13-1495-01	NA	NA	NA	NA	NA	-0.420707213	-0.906377955
ov_tcga_pan_can_atlas_2018	TCGA-13-1494-01	NA	NA	NA	NA	NA	-0.297750184	-2.766565803
ov_tcga_pan_can_atlas_2018	TCGA-13-1492-01	NA	NA	NA	NA	NA	-0.384143669	-1.680714444
ov_tcga_pan_can_atlas_2018	TCGA-13-1491-01	NA	NA	NA	NA	NA	-0.408396397	-0.953495599
ov_tcga_pan_can_atlas_2018	TCGA-13-1489-01	NA	NA	NA	NA	NA	-0.129613987	-1.105685023
ov_tcga_pan_can_atlas_2018	TCGA-13-1488-01	NA	NA	NA	NA	NA	-0.443638148	-3.262655812
ov_tcga_pan_can_atlas_2018	TCGA-13-1487-01	NA	NA	NA	NA	NA	-0.124725137	-0.866860367
ov_tcga_pan_can_atlas_2018	TCGA-13-1485-01	NA	NA	NA	NA	NA	NA	NA
ov_tcga_pan_can_atlas_2018	TCGA-13-1484-01	NA	NA	NA	NA	NA	-0.367374662	-1.075592859
ov_tcga_pan_can_atlas_2018	TCGA-13-1483-01	NA	NA	NA	NA	NA	-0.358308818	-1.624582862
ov_tcga_pan_can_atlas_2018	TCGA-13-1482-01	NA	NA	NA	NA	NA	-0.344787545	-0.651756979
ov_tcga_pan_can_atlas_2018	TCGA-13-1481-01	NA	NA	NA	NA	NA	-0.044835692	-1.859326286
ov_tcga_pan_can_atlas_2018	TCGA-13-1477-01	NA	NA	NA	NA	NA	-0.337517809	-1.424585495
ov_tcga_pan_can_atlas_2018	TCGA-13-1412-01	NA	NA	NA	NA	NA	-0.340854085	-0.946697253
ov_tcga_pan_can_atlas_2018	TCGA-13-1411-01	NA	NA	NA	NA	NA	-0.176428432	-0.895988058
ov_tcga_pan_can_atlas_2018	TCGA-13-1410-01	NA	NA	NA	NA	NA	-0.485093059	-1.70175835
ov_tcga_pan_can_atlas_2018	TCGA-13-1409-01	NA	NA	NA	NA	NA	-0.449566226	-1.770144593
ov_tcga_pan_can_atlas_2018	TCGA-13-1408-01	NA	NA	NA	NA	NA	-0.349471638	-1.391749525
